"published_platform","rating","type","helpful_votes","travel_date","text","title","machine_translated","machine_translatable"
"Desktop","1","review","0",,"The worse air lines I have ever travelled first the charges expensive prices, second the always delay the flights hours and hours, third the send you in one gate than to other gate to other the changed the gates for our flights 4 times a long distance walk to go and come back, I will never use Delta air ever and I don’t recommend to anyone. ","The worse experience I have ever travelled ","false","false"
"Desktop","1","review","1",,"Worst airlines. They delayed the flight 6 times and kept changing terminals without caring for passengers. Everyone was puzzled from 7:40 until after midnight. At last they said they have few planes and few cleaning staff which is causing the delay......Going to cancel my skymiles account and never going to travel from DELTA.","Flight delayed for unexplained reason","false","false"
"Desktop","1","review","1",,"Flight was delayed 5 hours from Albany, NY. No reason given. Connecting flight from LaGuardia to Dallas left. Was told next available one was the next day. Had to Uber to JFK. Missed baseball game for which I lost $450. Worst airline ever. ","Don’t fly Delta","false","false"
"Desktop","1","review","1",,"My flight back out to the U.S. was cancelled 18 hours before the flight. They rebooked my wife and I on two different flights going in opposite directions. I called and tried chatting, but it took almost 2 hours before I was able to speak to Delta. I got us back on the same flight but Delta lowered my seat Premium Economy to basic economy and put us far apart. I contact Delta multiple times, absolutely no customer service. Delta used to be a premier airline but they have fallen!!","What happened to Customer Service at Delta?","false","false"
"Desktop","1","review","0",,"I don’t recommend Flying with Delta or checking in a bag. I’m going on day 3 of no luggage and no updates. Day one a rep tells me, oh, I see your bag has landed at JFK. I call later to ask about delivery time and they tell me that it hasn’t arrived. So that 1st person just lied to me? Customer service is terrible, obviously. And they can’t guarantee that once the bag leaves your hand you will ever see it again. Pack light and keep everything with you! And don’t fly Delta!","Lost Baggage","false","false"
"Desktop","1","review","0",,"Staff absolutely are not professional.  I understand occasionally there is flight delay.  But staff mismanage the situation.  Put things in perspective,  I received 9 email notification of multiple 30 minutes delays as well as change of boarding Gate.  ","Flight delay","false","false"
"Desktop","1","review","1",,"Worst airline experience ever. Scheduled to fly out at 7:50, had a 20 minute delay do to a mechanical issue that wouldn’t take long to fix. Then after 20 minutes we were informed that the part necessary fix the issue actually isn’t available and it would be and hour to an hour and a half delay.  After waiting that amount of time we were then told that the part needed was supposed to be brought by American Airlines but they actually didn’t have it either. At this point everyone is changing their connections as we are now delayed until “maybe 1:00”. An hour later we’re told United has the part and it will take another 45 minutes to actually fix it. We board again only to find out we don’t have enough fuel, that’s another 30 minute ordeal. Then after receiving fuel and traveling to the runway and sitting for another good 15 minutes we’re told that the ballast weight is off and we need to return to the gate for sandbags. All around horrible a experience and a waste of time and money. Take your business elsewhere if you want to fly on time.","Waste of time","false","false"
"Desktop","1","review","0",,"Bought 5 seats for the whole family, but they oversold the flight and kicked one of us off of the plane because we didn’t buy more expensive seats. Don’t fly with Delta. 

Every flight is delayed, missed connections, poor quality airline. ","YOU ARE BETTER OFF WALKING","false","false"
"Desktop","1","review","2",,"After thorough research for my first big expense on a business class flight, I decided to go with Delta.  Unfortunately the experience was far from advertised.  I spent $6000 for two tickets. Our seating area had been left uncleaned and un sanitize. Our chairs were left broken, with broken head phones and wifi that didn’t work with purchase. For international leisure or business travel I would highly suggest another airlines. ","Not worth the price","false","false"
"Desktop","1","review","0",,"Delta has gone to garbage. They rape you on prices and they can't even get you home on time. Prices have more than doubled in the last year. Yet the service isn't better!? 1200 on round trip and I didnt even leave the country. I honestly expected to home on time after spending that much money. But  guess don't give a *u*k about the people that spend (TOO much) money on a horrible company and their delayed flights. They act like its ok. They act like we 
Deserve to sit in the overly priced airports, like we don't have more important things to do and critical places to be. All that matters to delta is taking our money. After that they treat you like you don't matter. I will never fly with this airline that only cares about taking money from people and not giving them what they payed for","Delta doesn't care abou it's customers time.","false","false"
"Desktop","4","review","1",,"I paid for the comfort plus seats for my flights back to Lax. The first flight was nice, seats were comfortable, the second one not so much. My 2nd flight was with an older airplane and the seats were old. The comfort plus seats seemed to be tight and not comfortable, it wasn’t worth the extra money I paid for. Hopefully they’ll upgrade all their airplanes in the near future. The staff were very helpful and nice, there was a short delay but it wasn’t a big deal to me and the staff did apologize for the delay. Didn’t have any other issue. Overall I had a good experience with Delta. ","Good","false","false"
"Desktop","1","review","0",,"My flight got delayed 5 times in 6 hours, and THEN cancelled. They said that they would arrange hotel and vouchers for travel/food - and they didn't do that. They rescheduled me on the next ""convenient"" flight, that had me missing commitments I'd paid for in Calgary. I booked this flight months in advance and it still got messed up. Not only for me, but THREE other friends traveling the same direction around a similar time had almost the exact same experience (lynx flight kept getting delayed until it got cancelled). One friend waited for 9 hours at the airport! Lastly, we kept being told that it was delayed due to weather, until I got the email for cancellation and was told it was because of ""unforeseen aircraft maintenance"".","No...just no","false","false"
"Desktop","1","review","2",,"Ours was a round trip including 5 flights.   We booked our flights months in advance.  Picked our seats and were ready to go.  3 of the flights were short flights with economy seating.  One of those was very late, but fine.  It was the international flights that were a nightmare. Delta  cancelled, booked, rebooked, flights.  We had no idea where we were sitting, if we had a seat, nor what class our seats were in.    When we arrived at the gate for our flight to Amsterdam we had no idea what was going on.  They only let a few people board the plane.    We had to stand and wait for the desk to call our name.  We were supposed to have priority seating.  We were one of the last to board the plane.  It wasn't  as bad coming from Amsterdam to MPLS.  But again we were pulled from the priority boarding line.  They forgot to issue us new boarding passes.  Even though we asked for them at the gate.  Even though we were supposed to be guaranteed overhead storage it was all taken by the time we got on the plane.   Several times we tried calling Delta Customer service.   Each time it was over an hour wait.  We waited for 90 minutes in Amsterdam before finally giving up.  I put in a complaint on the Delta site. 30 days to respond.","Awful, this is the new air travel?","false","false"
"Desktop","1","review","0",,"Worst airline ever. Delayed 6.5 hours in Seattle.   No flight credit offered. 7500 miles was offered. Useless... Never again. You are warned!!!","Don't fly Delta. ","false","false"
"Desktop","1","review","1",,"Just a terrible experience. They cancelled our flight and they could not rebook it before over 36 hours. The queue to rebook the flight lasted for almost 5 hours! And we ended up talki no to someone at 2am in the morning!  But the worst part was the luggage part of the story. I asked my luggage to be pulled out. They could not release the luggage before at least 10/12 hours they said in first place. Than in JFK airport another extremely rude member of staff said that I had to claim my luggage from my destination airport. How could I do that if I was stucked there?? We had to stay in New York for three days and I had to buy clothes and other things I had there. Eventually my belongings were there before boarding the flight… 
Now I have filed a complaint through the website, but I have not been given any reference number or anything like that. I have to wait until they contact me. Is this going to be in 2025?? 
Their staff is not trained properly as three people say three different things. Will definitely avoid next time. ","Worst Luggage experience ever","false","false"
"Desktop","2","review","1",,"Checking in bags at both airports was incredibly slow.  People waiting in queues for 2+ hours we were worried we would miss the flight.  Just made it in time but no time to eat or shop prior to boarding.  Staff seemed to operate slowly or systems were slow.  Please could someone senior look into why this is.  ","Very slow bag drop - needs looking into.","false","false"
"Desktop","5","review","0",,"First I want to say I do not normally take planes to travel so I am not very experienced at airports etc.  I was flying home to Newark, NJ from Denver Colorado after having not such great visit with my son and his girlfriend.  I was leaving a few days early and was able to book this connecting flight from Denver. I have never expeienced a connecting flight before and because the flight from Denver to Minneapolis was delayed  I had to run from one end of the Minneapolis terminal to the next. When I got there they already boarded the plane, but I had a ticket and said please I just want to go home!  The agent said just wait a minute while he was helping another lady, I spoke to the pilot who said I will say something. Long story short they got me on the plane and  the stewardess and steward also got me some water cause I was so out of breath.  They were so kind and courteous onboard it was was relaxing and pleasant experience. Would definitely fly Delta again.","comfortable experience","false","false"
"Desktop","1","review","0",,"Unfortunately, we recently had a terrible experience on delta last weekend (7/14-7/16/23). We had a litany of cancelled flights by delta. Our initial flight was cancelled and we were delayed by 10 full hours before reaching our destination, missing the entire day that was planned. Our compensation for Delta not holding up their end of the deal? $20 of delta e-credits that I paid for upgrading our seats to ""comfort"". Our next flight was also cancelled with no recourse as well. The plane that actually took us to Boston also had water dripping from the ceiling of the fuselage, yikes! I won't fly on delta just based on their equipment alone, let alone the terrible CX. Ciao delta.","Extremely disappointed in Delta","false","false"
"Desktop","1","review","0",,"Flight was delayed 2hr, and they would not let us use the bathroom! then they would not pay for hotel stay  and staff at the delta desk was not helpful , she printed the flight without giving us options, their was a group next to us who were situated well and given options. However avory the one helping us suggested we use the phone line  if we wanted better options. My husband made the line again and this time was attended by marc who quickly got us fixed for a much earlier and appealing flight. I am very disappointed with how the situation was handled from in and off the plane. ","A nightmare","false","false"
"Desktop","1","review","0",,"Delta is the worst Airline I have ever encountered. Let's start with the delta sky APP which is quite useless don't try to get a refund or cancel a flight, they will never give it to you. It's kinda like canceling a gym membership and they just give you the run-a-round. The last corporation I saw treat their customers like this went bankrupt.","DELTA SUCKS!","false","false"
"Desktop","1","review","1",,"I volunteered to give up my seat for a flight that was overbooked. I was promised a $300 compensation. I asked for something written but they said that I would get an email. After two days and no email I called Delta. I was on phone for1:35.  They claimed that they had no records of my volunteering.  Basically the people at the airport outright lied to me. After much complaining and negotiations they finally agreed to give me a $100 voucher. And I am a Silver Medallion member and have their credit card. Southwest Air from now on if I can. ","Lied to at the gate","false","false"
"Desktop","3","review","0",,"Premium economy seats on Delta transatlantic flights are decent provided you are not in the middle three seats on this 2-3-2 configuration.  There is not sufficient luggage space. An international carry on can only fit sideways. The food is inferior to other airlines in this market and the wine is truly awful and served out of large bottles","Good seats, awful food and wine, inferior luggage space","false","false"
"Desktop","1","review","1",,"Their customer service is the worst. Had one carry-on with two laptops and two cameras inside and one personal item. The lady at the gate told me to check the carry on in, when I explained to her that I have valuable/fragile electronics inside and I have nowhere to put it - she started raising her voice to the point where she was almost screaming and telling me that they won’t allow me to board. Tearing up, I asked again where am I supposed to put the items and she said “You gotta figure it out”. When I boarded there were tons of empty slots where I could put my carry-on. I had to keep everything on my knees instead.","Worst customer service","false","false"
"Desktop","1","review","1",,"Our sons first trip he saved for to go with his friends and the delayed and switched flights on them 6 times which put them behind on their trip 4 days because they couldn'tget out of the airport. Now they lost all of their bags and they are supposed to be camping. They have no gear to camp, no place to stay, no clothes ect and Delta does no care that they did this at all. Super rude and does not care about their customers.  DON'T FLY DELTA!","DON'T FLY DELTA","false","false"
"Desktop","1","review","1",,"Thoroughly disappointed in my overall experience. I had two flights under delta returning to the states from Japan. Woke up in the morning of learning that my flight had been delayed after being rebooked 4 times . I already had a flight from Itami (on JAL) into Tokyo in the morning which led to a very uncomfortable 6 hour layover.  When arriving in Tokyo, the process of trying to fix the mess they created from the delayed flight was awful. The line to be helped by an agent was extremely long at which none of the agents tried to help and quicken the pace. There was a few agents walking around “helping” people towards the back of the line and they were very difficult to work with. They expressed passive aggressive behavior toward me and many other passengers trying to be helped. The 9-10 hour flight was as expected but the food was god awful and my in flight entertainment screen broke about 3 hours in. Furthermore, for such a long flight you’d expect the plane to be equipped with decently comfy seats, wrong. The upright positions were just forward enough that it felt like you were leaning forward and when reclined, the seats had almost no angle to lean back. The foot rests are terrible, mine and my partners were broken. After landing in Seattle I was rebooked a 5th time which led to another 5 hour layover. I was scheduled to arrive home around 2:00/3:00 pm (including travel time from airport back home). Instead, I arrived home at 11:47pm. Not to say I’m angry or irritated with this experience but I am very thoroughly disappointed. I expect much better from a company that was once praised for such high standards for their customer service. Can’t say I’ll be flying with Delta anytime soon after this excursion. I get things happen and it can be hard traveling internationally but this is something that I expected to be handled a lot better. ","Flying experience full of jumps and hurdles.","false","false"
"Desktop","1","review","0",,"Horrible experience. 5 delays. No communication. I love the sudden they canceled our tickets on our flight after standing in numerous lines for hours on end, having to pay extra for flights, because they delayed ours so much, still charging us, the Bag fees, even though it was their fault. And on top of everything, when we, after 13 hours of flying when it should’ve been six, our last flight was set to go, we waited for 4 hours. Got delayed AGAIN. Then they took us off the flight with no explanation. When we realize this, an hour before the flight was going to leave, we went to the desk to ask them to put us back on the flight, and they said we had to go wait in the main service line which it was a three hour wait.  No apologies, no flight credits. Will never fly with Delta again.","Horrible!!!!","false","false"
"Desktop","1","review","0",,"They lost my wheelchair.  It was gate checked in London, but it was nowhere to be found when the plane landed in Los Angeles.   The gate personnel at LAX were not sympathetic, and I found out later they should have given me a form to file a claim then but didn't.  I went to the car outside in an airport wheelchair.  It has been over two weeks and they still have not found the wheelchair.  It has an AirTag on it that says it's sitting in the Delta Baggage Services area at LAX.  I have told them this several times.  I have filed the official claim forms, but nothing has come of it.","Delta lost my wheelchair","false","false"
"Desktop","1","review","0",,"This sucks I’ve been sitting on this plane for 2 hours just waiting to take off and my flight is only supposed to take 1 hour 30 minutes. Do not ride with with this airline!!!","This airplane is terrible","false","false"
"Desktop","5","review","0",,"Flight would’ve been great if it weren’t for the bad attitude in the seat next to me. Do not recommend this person to fly with otherwise the flight was great and the flight attendants were very polite.","Great flight","false","false"
"Desktop","3","review","0",,"In March I took my first trip out of the country to Ghana. I had never flown Delta, but was excited because I’ve always heard they were the best. What a disappointment. I am not COVID vaccinated and Ghana requires that you get the COVID PCR test 48 hours prior to boarding. My first flight was scheduled to leave on a Sunday  at 6 am. I called around and all the facilities tests take 24-48 hours or 2-5 days to get the results. It was impossible for me to be compliant and still board my flight on time. It was required that I do the PCR test and not the rapid results test. I was certain that I wasn’t the only person having the same issue, so I reached out to chat support. I asked if I could have the test done on Thursday and the representative confirmed that this would be ok and that I could board with no issues. Of  course this was not the case when I arrived to the airport. They would not allow me to board. I had to call my driver back and find a place at 4 am in the morning to complete COVID testing and spend an additional $300 for rapid testing. I also had to change my flight and plans which was an inconvenience. I filed a complaint and they apologized and gave me just a $200 flight credit. I know they could have done much better, but didn’t want to take full responsibility for them misinforming and inconveniencing me. I was so stressed before even boarding my first flight 

Other than my bad first impression the flights went well. I flew to Atlanta, New York, and Ghana with them. All of the planes were nice and staff were excellent.","Worst & Best Flight…..","false","false"
"Desktop","1","review","0",,"Was stranded in JFK for three days with no accomodations from delta. Claimed weather issues while other flights left on schedule without issue.","Next time I'll just walk","false","false"
"Desktop","1","review","0",,"We had a vacation and delta didn’t put her luggage on the flight. We were without her suitcase the whole holiday, when they said they would get it out the next day. My partner had her medication in the suitcase and it ruined our holiday. When we returned to Gatwick after our holidays they gave her her suitcase. It ruined our holiday. Do not fly with this company. We tried to call them every day with no success. The customer service is non existent. Stay away from this tacky company ","Baggage lost","false","false"
"Desktop","3","review","0",,"Good legroom and very clean. It didn’t take that much time to board or takeoff. It was very clean and I recommend it in the fall or spring when its not busy flying time.","Excellent","false","false"
"Desktop","1","review","0",,"My daughter came in from Houston to visit for a couple weeks and instead of flying SWA to FLL she decided to fly into PBI (we live in west palm). The flight from HOU-ATL-PBI was late and was expected as 100% of Delta flights out of ATL are late. Upon returning she was booked on an 8 pm flight from PBI through ATL arriving in HOU at just after 10 pm. She arrived in ATL and noticed her flight was delayed until 10 pm , then 11 pm, then 2 am. At 1 am the ticket agent gets in the Lou’s speaker and yells “Dis flight is cancelled and you ain’t gettin a hotel or food”, then walks off into the sunset. Delta rebooks her flight for the following day at 10 pm. She calls reservations and they tell her that flight is oversold and she may not make it back to Houston but her bags will… she waits two hours, speaks to a reservationist and found out there was an early flight to IAH. Inept ratchet reservationist at IAH made no mention of this option. She ultimately makes it home, without her bags. Delta is so inept I can’t begin to begin about their deficiencies. I sincerely hope people realize Delta is worse than Frontier and Spirit. ","Ratchet inept ticket agents that couldn’t care less about customers","false","false"
"Desktop","1","review","1",,"Terrible airline, missed connection because delayed an hour since they over booked by 10 people and wouldn’t push off until 10 people got off so tên others could board. Not first time this has happened. Nothing to do with crew or pilots just delta itself if a poorly run poorly organized company that should never be relied on and avoided at all costs. Anytime you book a trip it’s a coin flip you will make it","Terrible airline","false","false"
"Desktop","1","review","2",,"Do not fly Delta. Horrible. Flight was delayed then cancelled. They do not care about the customers. We waited for hours with no communication, first no crew, the crew arrived but then one of the pilots walked off, 30 minutes later the rest of the crew walked off. The delta agent assisting us said they did not say a word to her. We were not told flight was canceled until almost 30 minutes later . They blamed it on the weather when flights around us were taking off and flying to our destination. Communication was lacking and dismissive when we asked questions. I later spoke to a supervisor who was defensive and dismissive. There are better and actually cheaper airlines. Do not fly delta.","Horrible experience","false","false"
"Desktop","1","review","1",,"I booked my flight thru the delta website only to find out they code share this flight with Air France. It was a terrible experience at Charles de Gaulle Airport - terrible customer service (actually it is nonexistent) and they gouge you in every possible chance- in this case, carry on luggages which they force you to check in. This might not have been a delta flight but I blame Delta for code sharing with Air France. ","Delta chose the worst codeshare partner - Air France!","false","false"
"Desktop","1","review","1",,"I am a Delta Diamond Medallion- I fly a lot.  Lately Delta is constantly late or canceling flight.  The call center has moved back to India but they will not tell you so.  Delta was great but when I can drive to my destination faster than they can get me there- it's a problem. The India call center is absolutely no help. That answer my call quickly due to my medallion status but they cannot help me. It's a shame that a great customer service company has gone so wrong. Please fly any airline other than Delta if you want to actually get to your destination","Delta has changed- not hood","false","false"
"Desktop","1","review","1",,"We had a 11:10 am departure scheduled and when we got to the airport at 8:25am, the baggage guy told us our flight has been delayed. 
We went in to speak to an agent and she said the flight was delayed until 9:00 pm. We didn't receive any notice or we would have stayed at our hotel. She said they would give us a meal voucher but she never followed up. Seemed as if we were a bother to her. 
We cancelled the flight when we found another flight leaving at 2:00. 
I called Delta for a refund and they told me they would try to get the refund approved but we would have to pay $100 for each ticket that we canceled. They wanted us to sit in the airport for 11 hrs and when we found another flight, we had to pay them. 
Absolutely the worst airline I ever flown on. Avoid using anytime you can. ","Horrible service, don't care about the passengers","false","false"
"Desktop","1","review","0",,"I really enjoyed Delta the last 15 years. But not anymore, after canceling a flight that they could have easily delayed, and the worst not offering anything in exchange, no hotel, no food vouches, no transportation. In f%*! NYC! Delta you are now worst that United and that is so much to say! Avoid at all costs.","The last US good airline has gone","false","false"
"Desktop","1","review","0",,"What a horrible airline. No customer service what so ever. Cancles flight when other Companys have no issue. Spend 45 minutes waiting for them to find an alternative plane. Had to wait 16 hours with no comp. Missed a hotel reservation i NY. had to sit at the last seat as Well. No room no service. Not everybody Got to bring a carry on.  On our flight to copenhagen. They messed up our seats and was delayed ass Well. 
Felt treated so bad. Never flying Delta ever again. Will tell everybody to stay away.","Worst service ever","false","false"
"Desktop","1","review","0",,"How dare you. You screw me over it’s fine but my grandmother and her candles, you’re messing with the wrong person. We are also not going to talk about the fact that your Cheeto munching social media personal never responded. You are worse than Shrek 3 and I wanted to hang by my eyelashes of the Statue of Liberty after that movie , but my grandma won’t be there to see. You are not an airline you are the spawn of donkey in Shrek 3.","How dare you","false","false"
"Desktop","1","review","0",,"I am a long-time Delta customer and have been loyal for many years, but I am going to cancel my account and will refuse to fly with them again. This was an absolutely terrible experience. 

My flight was delayed, and we were told at the terminal that it would be ""at least an hour,"" and that it would probably be longer. I went to eat something and came back in an hour, and the plane was gone and the terminal empty. At the Delta desk, I was told it had gone. They said other people missed it as well. 

Of course, they had announced the flight over the intercom and sent passengers an email, but where I was told it would be ""at least"" an hour, I ate without listening to the many constant announcements or checking my phone.

Delta booked me on standby for a flight late that night, but unfortunately did not inform me that it was an overbooked flight. There was no room on that flight. I had to travel late and stay the night in a nearby town and wake up the next morning for another flight, traveling on little sleep. I had to reschedule one of the most exciting meetings of my life with a new mentor. We met that night much more briefly, with me totally frazzled and stressed.

So essentially, because of one communication on their end, I spent extra money on food and transportation, lost sleep, missed work, wasted many hours, had to travel late and stay overnight, had a panic attack in the empty terminal, and missed a once-in-a-lifetime meeting with a hero and new mentor of mine. I understand that these things happen and it is complicated. I reached out in a professional way to Delta, and they emailed me apologizing and saying they would add 3,000 miles to my SkyMiles account. Turns out that 3,000 miles are worth about $30. I have seen overbooked Delta flights offer people credit cards for $500 or more, just like that.

I lost so much time and money with this experience, and I was honestly offended they'd think that $30 is an appropriate offer for a mistake like this. I asked if I could talk to someone else, remaining friendly with the individual since I know it's a company policy and customer service staff are not to blame. 

The email I got back said, ""Thank you for writing us back. I've utilized all my resources and have been advice by my leadership team that no further compensation can be issued. Regrettably we're unable to honor your request. We realize this is a disappointment, and trust you understand our position. We do appreciate your persistence but we will have to agree that we cannot find the right solution this time. Any further communication would not be productive and we will not respond again regarding this incident. We hope in time we'll have the opportunity to restore your confidence in our service. Take care and have a wonderful day!""

""We will not respond again regarding this incident"" ?

Delta has completely lost its once-great customer service and has gone downhill with mileage benefits, cost, seating options, and the whole experience. They try to scrape money from travelers in any way they can and offer us nothing when they mess up. This country is run by corporations that treat the rest of us like nothing. Delta has lost my trust.","Long-time customer (since childhood) switching companies. Delta has lost its touch.","false","false"
"Desktop","1","review","0",,"I was on a delta flight DL0165 from AMS to MSP on 07/10/23, checked in 4bags but only 3 arrived. I filed a Delay/Damaged report and my bag was later located in AMS and delivered with items missing and damaged on 07/12/23. My large bag of egusi(A west African treasure equivalent to Imperial Hybrid Sturgeon:A paramont Cavier) was gone. 
I need the Manager/ supervisor on Delta airlines baggage in MSP to look into all who handled my bag on 07/12/23 as this has been an outcry for most West Africans with their African treasures constantly being stolen from their bags. Delta airlines need to stop hiring thieves and ensure the safety of travelers bags.
I am very very angry, as this was to be used as the main dish for my son's high school graduation.  May these thieves  never see the light of day. Nyam!","Missing item in a checked bag","false","false"
"Desktop","1","review","0",,"Delta continually makes errors and their staff is not trained well enough to fix the problems. Their customer service is the worst you can possibly deal with. Somehow nothing can get done in a time period less than an hour; and that's only for them to tell you they won't actually help you. It's outrageous. They truly do not care how they treat their customers because they know they can get away with it, and you don't have many options in the US. They are everything that is wrong with business.","Everything that is wrong with business","false","false"
"Desktop","1","review","0",,"We booked a flight through Virgin Atlantic website using Delta airline but Delta did not find our internal bookings when we are at the gate in LAX airport saying we have to leave a child at the airport by herself or pay $1000 business class to book a last minutes seat to Hawaii.  They said that we can request a refund to Delta and Virgin Atlantic airline later on but they refused to pay the money back although we paid all the fees.  Please refund money.","please refund","false","false"
"Desktop","1","review","0",,"Absolutely terrible experience flying Delta. We were supposed to fly home Saturday, and they put us on the plane knowing there were dozens of aircraft sitting due to weather waiting to take off. Then let us sit on the plane for 3 hours until our crew timed out. By that time all hotels in area were full. We had to get a rental car and drive an hour to find to find a hotel with rooms available. Next available flight they could get us on was Monday. Okay, get there Monday and 1st flight canceled due to no co-pilot, 2nd flight canceled because of plane mechanical issue, 3rd flight cancelled because of no pilot. The food vouchers they gave us didn't work. Delta managed to get us on a flight in Conneticut, so we get a rental car and drive 3 hours to sleep 3 hours in a hotel and fly out the next day. Now Delta is refusing to reimburse us. Delta's screw up has cost us 4 days, 2 missed work days, and thousands of dollars in extra food, hotels and rental cars. We've been on hold with customer service for almost 2 hours. Then we get an email response that they arent taking calls due to high volumes on customer complaints. Disgraceful. We've been loyal Delta flyers for years. No more. Don't fly Delta.","Don't chose Delta.","false","false"
"Desktop","1","review","0",,"Terrible experience overall. Traveling from Pittsburg to Montreal with 1 stop in New York. First flight on Delta delayed by 2 hours causing me to miss my connecting flight. Delta staff in New York gave me a hard time trying to get on a standby flight because they said my carry on bag had been checked and couldn't have me travel without it despite being the same destination. They didn't realize that my carry on was actually scheduled to be on the connecting standby flight. I had to point it out to them and then, they added me to the standby list. Also, they assured that if I didn't make the flight, then my bag would be moved to the current flight. I didn't make the standby flight but my checked carry still went with it despite their assurances. I found it at Montreal against a wall near a random carousal. 

Then my return flight got delayed. The delta employee told me to reschedule my connecting flight for a later one so I did that using the app on my phone. I asked him if I could be placed on standby list or be double booked for the original flight just in case it was delayed too. They said no because it won't be delayed. I arrived in New York and my original flight hadn't left yet because it was delayed. There were spots open and they were still boarding passengers. I asked to be added back to my original flight. But both the employee and supervisor Jacqueline wouldn't add me to the flight. Now I get to arrive home late at night with work in the AM.   

Overall, Delta's flight delays and poor customer service ruined my trip. They made it seem like these travel issues are normal or the customer's fault and didn't try to remedy the delays even when it's as simple as just putting me back on my original flight. Delta is very good at giving excuses citing their ""policies"" but very bad at correcting them.","Don't fly delta","false","false"
"Desktop","1","review","0",,"even 1 star is too generous for this low-quality airline. lynx damaged my baggage, and the agent took me 55 minutes in the airport to fill a form and said someone from lynx will contact me in 3 days. Not only no one contacted me, but also I found that she didn't fill any file regarding the incident. The crew were impolite, liar, unprofessional, rude and after waiting on the phone for longer than an hour (72 minutes), another stupid officer only said to me to contact to customer service. DO NOT WASTE your money with this cheap level airline.","absolutely unprofessional airline","false","false"
"Desktop","3","review","0",,"Boarding the flight at JFK was a mess. The conventional boarding priorities were not followed. This caused a bit of mayhem.

The seats were good as was the movie screen

The food on Premium Economy is very inferior. It seemed to be the same as in economy.  American Air and British Air serve far superior premium economy food.  The wine selection was also very inferior. Offered one white and one red wine both served out of a huge bottle and of poor quality","Premium Economy just so so.","false","false"
"Desktop","1","review","0",,"The absolute worst airline, from the shrew at check in at O'hare on the way out,  to the flight attendants on the plane from ORD to MSP. They started serving drinks 30 minutes into a 60 minute flight because they were busy chatting with each other for 15 minutes after reaching our cruising altitude. Rang the flight attendant button (which i have never done in my 50 years of flying) and the flight attendant looked at me and then looked away.  On the way out i politely said, "" that was the worst service ever"", to which he politely replied, "" yeah i know"". I only flew Delta because they were the only ones that flew to my final destination in northern Minnesota. ","Fly United !!!!","false","false"
"Desktop","3","review","0",,"Decided to fly Delta as it is one of the largest carriers at my home airport. 

Fare was quite low for the time of booking which was nice. IFE was quite average.
IFE screens were on the back of every seat as it is with the majority of their fleet.

Seat comfort and legroom could be better for economy class. The interior was also pretty up to date considering that the flight was on a 27 year old Boeing 757-200. The cabin crew wasn't the most attentive to passengers. Had a decent experience with them though Delta would not be my first pick next time I fly.","Quite average","false","false"
"Desktop","1","review","0",,"The flight was alright, staff was nice. The problem I have is my wife became claustrophobic and had to leave the plane. My son and I flew down, but rode back with my wife so she was not by herself. Delta said we can not give our flight money to anyone else, we can not get a refund, or transfer in any way. This is very distressful as we will never use the refund as my wife can not travel. So not a poor review of the flight and staff, but of their customer service. ","Flight was good, customer service because my wife is claustrophobic is TERIBLE! ","false","false"
"Desktop","1","review","2",,"My family was returning from Orlando to Winnipeg. Delta moved us to WestJet last minute (about a day before the flight, and again 6 hours before our flight). We did not want WestJet, but Delta left no options. We were unable to check in 24 hours before our flight because the WestJet app didn’t work. We had ti book about 2 hours before our first flight and my family was split up on the plane. We were finally together on the connecting flight (after a 3 hour delay in Toronto) only to have a staff member split us up again because the flight attendants needed the seats. Then it was chaos having to find our carry-on bags after landing. Delta has wifi and tv whereas WestJet had none. Felt totally ripped off and angry. Will be looking to try a new airline next trip. ","Consistent at being inconsistent ","false","false"
"Desktop","5","review","0",,"Excellent flight crew and attendants.  One of the MSP based crew wrote my wife and I a great note thanking us for flying with Delta overseas and for our military service.  We had never received such great service and a note to boot.  We also spoke with a Delta member who was based in MSP and was flying to Kansas City for business.  We didn’t exchange names but she was a quality employee who truly loved Delta.  Thanks for making this an unforgettable experience.","Delta is great","false","false"
"Desktop","3","review","0",,"Could be better. Check in went easy but very long waiting in queue. Too high price for tickets. Nice service","Not so bad ","false","false"
"Desktop","1","review","1",,"Took a fight from Guatemala to LAX flight DL1903 one fine lady basically yelled at me to move while we were trying to seat. I told here to relax and she said she needed to get the plane going. It's not my fault they are late. I didn't catch her name but she was definitely asian.
They guy attendants like to have side conversations about their relationships out loud so if you're trying to sleep a little delta attendant will talk non stop again really loud","Rude lady guys talk too much","false","false"
"Desktop","1","review","1",,"I had a nightmare experience with delta, our flight got canceled when we were checking in for our flight literature we were standing i a line to check in on counter they told us it’s canceled gave us hotel , horrible service like beggars, rebooked flight was longer than originally scheduled with layover, i was exhausted standing i line for two hours to get rebooked, completely insulted by Delta and Radiancee blu hotel , would not recommend this airline dont waste your money time and honor , ","Delta you horrible ","false","false"
